title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,post_number
Lincolnland Leathernecks #1174,mcl-det-1174-il,local,Det 1174,mcl_il_17113,MCL,world-war-1,,IL,illinois,Bond County,,il_17005,VFW Hall 1377: 2043 S 4th St,Greenville,62246,38.880188,-89.414459,True,618-795-3339,ssgtbetts6@gmail.com,,1174
Maj Kenneth D Bailey #824,mcl-det-824-il,local,Det 824,mcl_il_17113,MCL,world-war-1,,IL,illinois,Vermilion County,,il_17183,AMERICAN EGION POST #210: 201 Prospect Place,Danville,61831,40.154215,-87.628142,True,217-918-4337,rocko53young@yahoo.com,,824
Northwest Suburban #80,mcl-det-80-il,local,Det 80,mcl_il_17113,MCL,world-war-1,,IL,illinois,Dupage County,,il_17043,AMERICAN LEGION POST 208: 121 Douglas St,Arlington Heights,60004,42.084455,-87.97527,True,847-997-2241,mpzryan@comcast.net,,80
Peoria Leathernecks #81,mcl-det-81-il,local,Det 81,mcl_il_17113,MCL,world-war-1,,IL,illinois,Peoria County,,il_17143,Navy/Marine Club: 1310 E Seiberling Ave,Peoria Heights,61616,40.743404,-89.573301,True,309-853-4498,dmiller7@comcast.net,,81
Prairieland Leathernecks #1385,mcl-det-1385-il,local,Det 1385,mcl_il_17113,MCL,world-war-1,,IL,illinois,Macoupin County,,il_17117,VFW Post: 215 W Ryder St,Litchfield,62056,39.176513,-89.657362,True,217-556-2410,cgavin0861@gmail.com,,1385
Randolph County Marines #575,mcl-det-575-il,local,Det 575,mcl_il_17113,MCL,world-war-1,,IL,illinois,Ste. Genevieve County,,mo_29186,American Legion: 1001 Booster St,Evansville,62242-2005,38.087622,-89.93283,True,(618) 282-4328 / (618) 381-0299,piel1996@gmail.com,,575
Richard L Pittman #1231,mcl-det-1231-il,local,Det 1231,mcl_il_17113,MCL,world-war-1,,IL,illinois,Champaign County,,il_17019,VFW Post #630 1301 E Main St,Urbana,61802,40.112673,-88.192845,True,217-418-1757,semperfimc@gmail.com,,1231
Robert Windle #1031,mcl-det-1031-il,local,Det 1031,mcl_il_17113,MCL,world-war-1,,IL,illinois,St. Charles County,,mo_29183,Jersey County Courthouse: 201 W Pearl St,Jerseyville,62052,39.131689,-90.338027,True,618-535-5647,mele@frontier.com,,1031
Rockford #83,mcl-det-83-il,local,Det 83,mcl_il_17113,MCL,world-war-1,,IL,illinois,Winnebago County,,il_17201,Navy Club: 2324 Charles St,Rockford,61104,42.260896,-89.058552,True,815-904-4534,bgrrogauge@gmail.com,,83
Sauk Valley Marines #913,mcl-det-913-il,local,Det 913,mcl_il_17113,MCL,world-war-1,,IL,illinois,Ogle County,,il_17141,American Legion Post: 712 4th Ave,Rock Falls,61071,41.774756,-89.68996,True,815-499-0754,rickrainowski@rocketemail.com,,913
Sgt Robert 'Bob' E Graue #1336,mcl-det-1336-il,local,Det 1336,mcl_il_17113,MCL,world-war-1,,IL,illinois,Logan County,,il_17107,VFW Post: 915 5th St,Lincoln,62656,40.149036,-89.388028,True,217-871-2972,commando8466@yahoo.com,,1336
Shawnee #812,mcl-det-812-il,local,Det 812,mcl_il_17113,MCL,world-war-1,,IL,illinois,Jackson County,,il_17077,606 1/2 East College St.,Carbondale,62901,37.771678,-89.342203,True,636-251-0765,hfanning@siu.edu,,812
Southern Illinois Leathernecks #1013,mcl-det-1013-il,local,Det 1013,mcl_il_17113,MCL,world-war-1,,IL,illinois,Franklin County,,il_17055,Americal Legion Post 645: 213 Madison St,Herrin,62948,37.804506,-89.02869,True,618-841-8619,edbrown100@yahoo.com,,1013
Thomas A Jennings #546,mcl-det-546-il,local,Det 546,mcl_il_17113,MCL,world-war-1,,IL,illinois,Crawford County,,il_17033,VFW Post: 712 E Main St,Robinson,62454,39.006162,-87.731512,True,618-592-3244,,,546
Tobin-Naninga #85,mcl-det-85-il,local,Det 85,mcl_il_17113,MCL,world-war-1,,IL,illinois,Peoria County,,il_17143,Peking MCL,13370 Garman Rd,,40.523504,-89.678241,True,309-241-0949,wdclark190@gmail.com,,85
Tri-County Leathernecks #1395,mcl-det-1395-il,local,Det 1395,mcl_il_17113,MCL,world-war-1,,IL,illinois,Lake County,,il_17097,American Legion Post 964: 5 Lions Dr,Lake Zurich,60047,42.198381,-88.092213,True,847-363-8992,leom244@sbcglobal.net,https://tricountyleathernecks.org/,1395
West Central Illinois Leathernecks #1177,mcl-det-1177-il,local,Det 1177,mcl_il_17113,MCL,world-war-1,,IL,illinois,Morgan County,,il_17137,Jacksonville American Legion,IL,,39.721046,-90.214878,True,217-473-9529,cardin57@hotmail.com,,1177
Albert E Shockey #960,mcl-det-960-in,local,Det 960,mcl_in_18097,MCL,world-war-1,,IN,indiana,Miami County,,in_18103,920 N Washington St,Kokomo,46901,40.494131,-86.133321,True,7653985241,j-making@comcast.net,,960
Calumet #92,mcl-det-92-in,local,Det 92,mcl_in_18097,MCL,world-war-1,,IN,indiana,Lake County,,in_18089,Tun Tavern,6880 Hendricks St,,41.524119,-87.437671,True,708-516-4948,snipersgt216@sbcglobal.net,,92
Capt. James A Graham #1497,mcl-det-1497-in,local,Det 1497,mcl_in_18097,MCL,world-war-1,,IN,indiana,Hendricks County,,in_18063,,,,39.779767,-86.260395,True,317-698-6637,kayross@comcast.net,,1497
Cpl Jordan L. SpearsMCL #1434,mcl-det-1434-in,local,Det 1434,mcl_in_18097,MCL,world-war-1,,IN,indiana,Scott County,,in_18143,Masonic Lodge,1376 N Gardner,,38.702646,-85.784791,True,812-294-1540,donbe2012@frontier.com,,1434
David M Shoup #547,mcl-det-547-in,local,Det 547,mcl_in_18097,MCL,world-war-1,,IN,indiana,Tippecanoe County,,in_18157,American Legion Post 11: 1801 S. 9th Street,Lafayette,47905,40.398566,-86.883362,True,765-490-1112,bigflo1965@yahoo.com,,547
Dunes Leathernecks #1056,mcl-det-1056-in,local,Det 1056,mcl_in_18097,MCL,world-war-1,,IN,indiana,Laporte County,,in_18091,4 Monroe Street,Valparaiso,46383,41.465596,-87.06054,True,217-622-4601,valenzuelatommy@gmail.com,,1056
Frankfort #967,mcl-det-967-in,local,Det 967,mcl_in_18097,MCL,world-war-1,,IN,indiana,Clinton County,,in_18023,VFW Post 1110: 309 N Main Street,Frankfort,46041,40.282692,-86.511953,True,765-670-1400,joeymitchell1214@gmail.com,,967
Hiram I Bearss #89,mcl-det-89-in,local,Det 89,mcl_in_18097,MCL,world-war-1,,IN,indiana,Marion County,,in_18097,550 S Audubon Rd,Indianapolis,46219-8110,39.760417,-86.071773,True,440-420-2658,j.hardwick0774@gmail.com,,89
Howlin' Mad #93,mcl-det-93-in,local,Det 93,mcl_in_18097,MCL,world-war-1,,IN,indiana,Lake County,,in_18089,6880 Hendricks St.,Merrillville,46410-3739,41.534812,-87.250619,True,219-201-8879,sammyeaton43@gmail.com,,93
Joseph A Bray #471,mcl-det-471-in,local,Det 471,mcl_in_18097,MCL,world-war-1,,IN,indiana,Vigo County,,in_18167,Detachment Museum,1363 Elizabeth Ave,,39.502354,-87.391312,True,812-870-2190,torrencerandy61@gmail.com,,471
Knox County #1007,mcl-det-1007-in,local,Det 1007,mcl_in_18097,MCL,world-war-1,,IN,indiana,Lawrence County,,il_17101,American Legion Post 73 222 N 4t St,Vincennes,47591,38.679862,-87.528456,True,252-503-8446,sgtberryme@yahoo.com,,1007
Lewis Chesty Puller #1396,mcl-det-1396-in,local,Det 1396,mcl_in_18097,MCL,world-war-1,,IN,indiana,Hendricks County,,in_18063,American Legion Post #103,350 E Main Street,,39.607668,-86.374268,True,570-852-9252,larsonkbk@gmail.com,,1396
Michael Walters Memorial #1411,mcl-det-1411-in,local,Det 1411,mcl_in_18097,MCL,world-war-1,,IN,indiana,Carroll County,,in_18015,AL Post 81: 405 E Washington Street,Monticello,47960-2156,40.749597,-86.769272,True,765-412-7441,inmcldet1411@gmail.com,,1411
Morgan County #1367,mcl-det-1367-in,local,Det 1367,mcl_in_18097,MCL,world-war-1,,IN,indiana,Brown County,,in_18013,American Legion Post 230,701 E Morgan St,,39.42756,-86.420235,True,317-383-7839,packerfan-1025@yahoo.com,,1367
Mounds #502,mcl-det-502-in,local,Det 502,mcl_in_18097,MCL,world-war-1,,IN,indiana,Madison County,,in_18095,American Legion Post 408,5100 Mounds Rd. Anderson,46017,40.082981,-85.666661,True,765-760-5094,enmaxwell3@gmail.com,,502
Pride and Purpose #1435,mcl-det-1435-in,local,Det 1435,mcl_in_18097,MCL,world-war-1,,IN,indiana,Allen County,,in_18003,VFW Post 857,2202 W Main St,,41.07871,-85.170361,True,260-579-8898,aredes1900@gmail.com,,1435
Rivers Cities #1090,mcl-det-1090-in,local,Det 1090,mcl_in_18097,MCL,world-war-1,,IN,indiana,Vanderburgh County,,in_18163,Evansville Wartime Museum,7503 Petersburg Road,,37.978981,-87.594415,True,812-549-7323,cboyd67@gmail.com,,1090
Southeast Marines Indiana #1394,mcl-det-1394-in,local,Det 1394,mcl_in_18097,MCL,world-war-1,,IN,indiana,Floyd County,,in_18043,American Legion Post #42,4530 Paoli Pike,,38.334214,-85.892732,True,502-475-8459,cadams8488@aol.com,,1394
Southern Indiana Leathernecks #931,mcl-det-931-in,local,Det 931,mcl_in_18097,MCL,world-war-1,,IN,indiana,Dubois County,,in_18037,American Legion Post #147: 1220 Newton Street,Jasper,47546,38.396426,-86.931486,True,812-582-8129,mosuldaveusmc@yahoo.com,,931
St Joseph Valley #95,mcl-det-95-in,local,Det 95,mcl_in_18097,MCL,world-war-1,,IN,indiana,St. Joseph County,,in_18141,539 Parry St,South Bend,46617-3214,41.670204,-86.235701,True,574-850-0139,moody_johnnie@yahoo.com,,95
Tripoli #844,mcl-det-844-in,local,Det 844,mcl_in_18097,MCL,world-war-1,,IN,indiana,Grant County,,in_18053,American Legion Post 10 1700 S Pennsylvania St,Marion,46953,40.525483,-85.671984,True,765-460-7083,matthewsspencer67@gmail.com,,844
Whitewater Valley #96,mcl-det-96-in,local,Det 96,mcl_in_18097,MCL,world-war-1,,IN,indiana,Wayne County,,in_18177,Whitewater Valley MCL 200 S 9th St,Richmond,47374-5501,39.825711,-84.890741,True,765-960-6830,bubbagross@gmail.com,,96
Wortman-Lowe Enduring Freedom #1263,mcl-det-1263-in,local,Det 1263,mcl_in_18097,MCL,world-war-1,,IN,indiana,Hancock County,,in_18059,American Legion Post 102: 339 W Main St,Morristown,46161,39.674326,-85.703007,True,317-772-4869,billpeas@comcast.net,,1263
Air Capitol #773,mcl-det-773-ks,local,Det 773,mcl_ks_20177,MCL,world-war-1,,KS,kansas,Butler County,,ks_20015,American Legion Post 4: 816 N Water Wichita,,67203,37.636784,-97.33745,True,785-208-0127,wes.topel@gmail.com,www.mcleaguekansas.com,773
Edwin A Schumacher #740,mcl-det-740-ks,local,Det 740,mcl_ks_20177,MCL,world-war-1,,KS,kansas,Ellis County,,ks_20051,VFW Post,2106 Vine St,,38.858124,-99.299571,True,785-259-2200,bmunsch.rm@gmail.com,www.mcleaguekansas.com,740
Gen Larry Oppenheimer #1025,mcl-det-1025-ks,local,Det 1025,mcl_ks_20177,MCL,world-war-1,,KS,kansas,Wyandotte County,,ks_20209,VFW Post 7397,9550 Pflumm Rd,,38.95484,-94.743228,True,913-215-8977,kimberleymancuso@gmail.com,www.mcleaguekansas.com,1025
Gen Lewis W Walt #682,mcl-det-682-ks,local,Det 682,mcl_ks_20177,MCL,world-war-1,,KS,kansas,Shawnee County,,ks_20177,Topeka Public Library: 1515 SW 10th Ave,Topeka,66604,39.044433,-95.716225,True,785-784-6020,paulmcguire574@hotmail.com,www.mcleaguekansas.com,682
Mount Suribachi #105,mcl-det-105-ks,local,Det 105,mcl_ks_20177,MCL,world-war-1,,KS,kansas,Smith County,,ks_20183,VFW Post 1141,620 A St,,39.785128,-98.777192,True,785-282-0975,msglarry1@ruraltel.net,www.mcleaguekansas.com,105
S E K #612,mcl-det-612-ks,local,Det 612,mcl_ks_20177,MCL,world-war-1,,KS,kansas,Wilson County,,ks_20205,113 E MYRTLE VFW POST 1186,INDEPENDENCE,67301,37.224371,-95.706489,True,620-330-7904,jtdug@att.net ,www.mcleaguekansas.com,612
Tri-Rivers #730,mcl-det-730-ks,local,Det 730,mcl_ks_20177,MCL,world-war-1,,KS,kansas,Saline County,,ks_20169,1108 WEST CRAWFORD VFW POST 1432,SALINA,67401,38.827709,-97.622991,True,316-686-0672,noslrac@att.net,www.mcleaguekansas.com,730
Blue Grass #1012,mcl-det-1012-ky,local,Det 1012,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Rockcastle County,,ky_21203,MCV Center: 1215 W Main St,Richmond,40475,37.570607,-84.289046,True,859-893-8830,fkb5811ky@gmail.com,,1012
Dan Daly #858,mcl-det-858-ky,local,Det 858,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Jessamine County,,ky_21113,Golden Corral: 185 New Circle Rd,Lexington,40505,37.995654,-84.525024,True,(859) 508-3044,northcuttguns@gmail.com,,858
Franklin R Sousley #1095,mcl-det-1095-ky,local,Det 1095,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Warren County,,ky_21227,American Legion: 208 Dishman Lane,Bowling Green,42101,36.957991,-86.486221,True,815-685-6680,rkmdevlp@aol.com,,1095
GySgt William J Norris #804,mcl-det-804-ky,local,Det 804,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Spencer County,,in_18147,James L Yates American Legion Post 9 736 Frederica St,Owensboro,42301,37.768596,-87.113394,True,270-702-3329,,,804
Harold G Epperson #1113,mcl-det-1113-ky,local,Det 1113,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Montgomery County,,ky_21173,Clark County Library: 370 S Burns Ave,Winchester,40391,37.988603,-84.188392,True,859-749-6138,redoughty52@gmail.com,,1113
J C Paul #1448,mcl-det-1448-ky,local,Det 1448,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Knox County,,ky_21121,VFW Post 3167: 2 Veterans Way,Williamsburg,40769,36.947694,-84.096602,True,606-549-4083,marine196769@yahoo.com,,1448
Kentuckiana #729,mcl-det-729-ky,local,Det 729,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Oldham County,,ky_21185,3758 Pulliam Dr,Louisville,40218,38.202422,-85.643107,True,5022608088,jmulrooney@twc.com,,729
LTCOL Vance Huston #1345,mcl-det-1345-ky,local,Det 1345,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Greenup County,,ky_21089,Bailey Family Funeral Home: 2110 Argillite Rd,Flatwoods,41144,38.519314,-82.720541,True,740-302-5022,mark.hopper@roadrunner.com,,1345
Lt Presley O'Bannon #1342,mcl-det-1342-ky,local,Det 1342,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Woodford County,,ky_21239,104 E 2nd St,Frankfort,40601-5161,38.214611,-84.838757,True,859-314-2894,mikeleaverton@aol.com,,1342
PFC James M Yancey #1390,mcl-det-1390-ky,local,Det 1390,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Mccracken County,,ky_21145,VFW POST 1191 1727 WASHINGTON ST,PADUCAH,42003,37.076762,-88.616484,True,(270) 994-2129,gunnytharp@yahoo.com,,1390
Pennyrile #1150,mcl-det-1150-ky,local,Det 1150,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Trigg County,,ky_21221,American Legion Post #14 69 American Legion Dr Cadiz American Legion,Casiz,42211,36.856029,-87.844142,True,859-494-0422,mclpennyriledet@yahoo.com,,1150
Perry Braden #402,mcl-det-402-ky,local,Det 402,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Nelson County,,ky_21179,Basement Hall St Christopher 1225 So Wilson Rd Radcliff,KY 40160,,37.722782,-85.895242,True,502-619-3197,txangelgalgs@yahoo.com,,402
Victor H Carr #1447,mcl-det-1447-ky,local,Det 1447,mcl_ky_21111,MCL,world-war-1,,KY,kentucky,Fayette County,,ky_21067,American Legion Post #24,220 Connector Road,,38.219582,-84.538623,True,502-642-8200, jackmurphy156@gmail.com,,1447
Acadiana #488,mcl-det-488-la,local,Det 488,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Lafayette Parish,,la_22055,Hospice of Acadiana: 2600 Johnston St,Ste 200,,30.210588,-91.996219,True,337-981-3197,shelby0352@yahoo.com,,488
Bayou Parish #905,mcl-det-905-la,local,Det 905,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Lafourche Parish,,la_22057,101 St. Peters Street American Eagle Dispatch,Raceland,70394,29.705469,-90.569401,True,985-709-2914,,,905
Choctaw #778,mcl-det-778-la,local,Det 778,mcl_la_22033,MCL,world-war-1,,LA,louisiana,East Baton Rouge Parish,,la_22033,Red Cross Building: 4655 Sherwood Common Blvd,Baton Rouge,70816,30.407266,-91.056396,True,225-273-1700,earl.davis@youngmarines.org,,778
Florida Parish #893,mcl-det-893-la,local,Det 893,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Los Angeles County,,ca_06037,7TH st AMERICAN LEGION HALL,INDEPENDENCE,70443,34.107818,-118.337995,True,,,chiefcolleenscott@charter.net,893
Floyd L Baxter/Red River #875,mcl-det-875-la,local,Det 875,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Red River Parish,,la_22081,Golden Corral 7250 Youree Dr,Shreveport,71105,32.438679,-93.716764,True,318-230-5678,ljeter0511@yahoo.com,,875
Gen Walter S McIlhenny #811,mcl-det-811-la,local,Det 811,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Iberia Parish,,la_22045,Veterans Memorial Building: 500 Marie St,New Iberia,70563,30.003989,-91.809958,True,,,,811
Houme-Terreboone #475,mcl-det-475-la,local,Det 475,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Lafourche Parish,,la_22057,209 Pius St,Houma,70360,29.58729,-90.70992,True,504-908-9374,gsdlward@gmail.com,,475
Jan F Hursey #748,mcl-det-748-la,local,Det 748,mcl_la_22033,MCL,world-war-1,,LA,louisiana,St. Tammany Parish,,la_22103,2233 Carey St,Slidell LA 70458,,30.272614,-89.784512,True,958-640-6004,dthanars@gmail.com,,748
LCPL Justin D. McLeese #1487,mcl-det-1487-la,local,Det 1487,mcl_la_22033,MCL,world-war-1,,LA,louisiana,St. Tammany Parish,,la_22103,Ponchartrain Yacht Club: 140 Jackson Ave,Mandeville,70448,30.349764,-90.06022,True,wadep65@gmail.com,wadep65@gmail.com,,1487
Lafourche Chien Diable #1494,mcl-det-1494-la,local,Det 1494,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Lafourche Parish,,la_22057,St Phillip Street,Raceland,70394,29.720404,-90.610148,True,760-639-8416,lejlynn@yahoo.com,None,1494
Lt Dronet #1304,mcl-det-1304-la,local,Det 1304,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Vermilion Parish,,la_22113,100 City Park Drive,Erath,70533,29.968723,-92.088036,True,337-652-4129,moogirl_1979@yahoo.com,,1304
Northeast Louisiana #109,mcl-det-109-la,local,Det 109,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Ouachita Parish,,la_22073,5210 Northeast Dr Detachment Home,MONROE,71203,32.51791,-92.072929,True,,,mclstmarydet@gmail.com,109
Paul E Boyd #579,mcl-det-579-la,local,Det 579,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Orleans Parish,,la_22071,Piccadilly Restaurant 2222 Clearview Pkwy,Metairie,70001,29.995888,-90.184168,True,504-258-6343,john.i.millet@att.net,,579
Southwest Louisiana #535,mcl-det-535-la,local,Det 535,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Calcasieu Parish,,la_22019,1530 9th Street,Lake Charles,70601,30.216451,-93.199151,True,337-532-5500,davidsellars@aol.com,,535
St Mary #600,mcl-det-600-la,local,Det 600,mcl_la_22033,MCL,world-war-1,,LA,louisiana,St. Mary Parish,,la_22101,American Legion Hall: 3600 US-90,Patterson,70392,29.695704,-91.34208,True,985-399-7896 / 985-519-3954,Rickylacoste@gmail.com,,600
West Cal-Al Worley #1157,mcl-det-1157-la,local,Det 1157,mcl_la_22033,MCL,world-war-1,,LA,louisiana,Calcasieu Parish,,la_22019,4150 PERKINS AVE,SULPHUR,70663,30.24594,-93.312493,True,,,JOHNLAMAR56@YAHOO.COM,1157
1st Lt Brian McPhillips Metro South #1115,mcl-det-1115-ma,local,Det 1115,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Norfolk County,,ma_25021,McPhillps HQ,123 Summer Street,,42.051708,-71.141295,True,781-784-3533,jmcgrathpolice@yahoo.com,,1115
Blackstone Valley #911,mcl-det-911-ma,local,Det 911,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Worcester County,,ma_25027,13 Cross Rd,Uxbridge,01569,42.078094,-71.648529,True,774-280-9298,,,911
Burlington #123,mcl-det-123-ma,local,Det 123,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Middlesex County,,ma_25017,TBD Burlington,,,42.476153,-71.20868,True,781-718-0856,enoservices@verizon.net,,123
Cape Cod #125,mcl-det-125-ma,local,Det 125,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Barnstable County,,ma_25001,265 Communication Way Apt #232,Hyannis,02601,41.667338,-70.284744,True,774-521-7556,timms2pallets@gmail.com,,125
Capt Paul L. Gormley  Jr. #823,mcl-det-823-ma,local,Det 823,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Essex County,,ma_25009,,,,42.721805,-71.383604,True,207 752 0025,marineamazon@comcast.net,,823
Capt William D Glynn #128,mcl-det-128-ma,local,Det 128,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Essex County,,ma_25009,576 Primrose St,Haverhill,01830,42.792932,-71.088285,True,978-270-2320,dbtriplett@aol.com,,128
Essex County #127,mcl-det-127-ma,local,Det 127,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Essex County,,ma_25009,VFW Post 1011: 20 Stevens St,Peabody,01960,42.528425,-70.928602,True,617-240-0255,pgouthro@comcast.net,,127
Honorable Few #1302,mcl-det-1302-ma,local,Det 1302,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Suffolk County,,ma_25025,VFW Post 4524,61 Lucia Ave,,42.522382,-70.926287,True,978-778-4451,commandant@honorablefew.com,,1302
Kelly-Sullivan #594,mcl-det-594-ma,local,Det 594,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Middlesex County,,ma_25017,18 prospect hill rd allied verterns building,WALTHAM,,42.37693,-71.251874,True,,,devildog771@verizon.net,594
L/Cpl John J Van Gyzen IV #1285,mcl-det-1285-ma,local,Det 1285,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Bristol County,,ri_44001,MCL Headquarters: 265 High St,Somerset,02726,41.769942,-71.127702,True,508-677-5287,laaldrich@aol.com,,1285
Leo T Fortier #130,mcl-det-130-ma,local,Det 130,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Essex County,,ma_25009,574 Broadway Road Dracut American Legion Hall,Dracut,,42.684399,-71.280635,True,(978)-866-5374,,,130
Metrowest #1037,mcl-det-1037-ma,local,Det 1037,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Middlesex County,,ma_25017,AM Vets Post #79 2 Superior Dr,Natick,01760,42.302536,-71.371162,True,508-877-5255,judy5mc@yahoo.com,,1037
Norfolk County #136,mcl-det-136-ma,local,Det 136,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Suffolk County,,ma_25025,VFW: 193 Dean St Norwood VFW,NORWOOD,02062-0032,42.178416,-71.194214,True,617-710-6722,pats.sox@verizon.net,,136
North Central #1076,mcl-det-1076-ma,local,Det 1076,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Hillsborough County,,nh_33011,14 WALLACE AVE Fitchburg Armory,FITCHBURG,,42.584462,-71.801304,True,978-602-2010, firephilfd@aol.com,,1076
Oak Ridge Detachment #628,mcl-det-628-ma,local,Det 628,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Franklin County,,ma_25011,20 School Street,Greenfield,01301,42.671847,-72.547776,True,413-522-5517,charlies1@comcast.net,oakridgedetachment.org,628
PNC James R Laskey Sr. Executive Marine Detachment #1443,mcl-det-1443-ma,local,Det 1443,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Suffolk County,,ma_25025,State House Room 545: 24 Beacon St,Boston,02133,42.358301,-71.063749,True,717-423-0623,59chiefdevildog@gmail.com,,1443
Pequoig #1168,mcl-det-1168-ma,local,Det 1168,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Franklin County,,ma_25011,American Legion Post 102: 325 Pequoig Ave,Athol,01331,42.597823,-72.230167,True,978-724-8800,markclamberhill@gmail.com,,1168
Pittsfield #137,mcl-det-137-ma,local,Det 137,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Berkshire County,,ma_25003,664 Elm Street,Pittsfield,01201,42.467031,-73.249794,True,413-442-6888,pvtlou1@netzero.net,,137
Plymouth #1306,mcl-det-1306-ma,local,Det 1306,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Plymouth County,,ma_25023,American Legion Post # 40: 199 Federal Furnace Road,Plymouth,02360,41.923201,-70.703979,True,508-985-3854,joannanelson54@gmail.com,,1306
Pvt Charles J Shutt #139,mcl-det-139-ma,local,Det 139,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Suffolk County,,ma_25025,Detachment Home,215 Mt Aubrun Street,,42.368603,-71.175206,True,617-997-7799,george.macmasters@gmail.com,,139
South Central Mass #1094,mcl-det-1094-ma,local,Det 1094,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Hampden County,,ma_25013,American Legion Post 109 507 Main St,Sturbridge,01518,42.068984,-72.037297,True,413-455-9695,jdelislewales@aol.com,,1094
Ware #140,mcl-det-140-ma,local,Det 140,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Hampden County,,ma_25013,45 MAPLE ST AMERICAN LEGION POST,WARE,,42.257367,-72.238082,True,(413) 283-9837,del.lavallie@comcast.net,,140
Westfield River Valley #141,mcl-det-141-ma,local,Det 141,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Hampshire County,,ma_25015,71 N Elm St,Westfield,01085-1613,42.130854,-72.744382,True,413-562-2434,,,141
William R Caddy #124,mcl-det-124-ma,local,Det 124,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Suffolk County,,ma_25025,111 NEWBURY AVENUE Detachment Home,QUINCY,,42.279835,-71.028743,True,617-479-3505,w.r.caddycom@gmail.com,,124
Woburn Leatherneck #143,mcl-det-143-ma,local,Det 143,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Middlesex County,,ma_25017,144 SCHOOL ST WOB VET SERVICE OFFICE,WOBURN,,42.504997,-71.147466,True,,,EDFRIEDRICH@bostonhotel.com,143
Worcester #144,mcl-det-144-ma,local,Det 144,mcl_ma_25025,MCL,world-war-1,,MA,massachusetts,Worcester County,,ma_25027,181 Lake Ave Detachment Home,Worcester,,42.267209,-71.755678,True,401-497-3863,commandant@mcldeptofmassachsusetts.org,,144
Anne Arundel County #1049,mcl-det-1049-md,local,Det 1049,mcl_md_24510,MCL,world-war-1,,MD,maryland,Anne Arundel County,,md_24003,832 Manhattan Rd,Severna Park,21146,39.06183,-76.528698,True,850-635-5575,efdogrob77@gmail.com,,1049
Antietam #113,mcl-det-113-md,local,Det 113,mcl_md_24510,MCL,world-war-1,,MD,maryland,Washington County,,md_24043,American Legion Post 42,405 Northern Ave,,39.662418,-77.70825,True,301-964-0483,coachmartin2@verizon.net,,113
Baltimore #565,mcl-det-565-md,local,Det 565,mcl_md_24510,MCL,world-war-1,,MD,maryland,Baltimore City,,md_24510,1426 East Fort Ave,Baltimore,21030,39.269182,-76.594242,True,410-917-0578,commandant565@gmail.com,,565
